id,title,actor,writer,genre,country,director,rating,score,year,release,runtime
1056,The Silence of the Lambs,Jodie Foster,Thomas Harris,Crime,USA,Jonathan Demme,R,8.6,1991,2-14-1991,118
1057,Cadence,Charlie Sheen,Dennis Shryack,Drama,USA,Martin Sheen,PG-13,6.6,1990,2-15-1991,97
1058,Nothing But Trouble,Chevy Chase,Peter Aykroyd,Comedy,USA,Dan Aykroyd,PG-13,4.9,1991,2-15-1991,94
1059,King Ralph,John Goodman,Emlyn Williams,Comedy,USA,David S. Ward,PG,5.2,1991,2-15-1991,97
1060,"He Said, She Said",Kevin Bacon,Brian Hohlfeld,Comedy,USA,Ken Kwapis,PG-13,5.6,1991,2-22-1991,115
1061,Scenes from a Mall,Bette Midler,Roger L. Simon,Comedy,USA,Paul Mazursky,R,5.3,1991,2-22-1991,89
1062,The Doors,Val Kilmer,Randall Jahnson,Biography,USA,Oliver Stone,R,7.2,1991,3-1-1991,140
1063,My Heroes Have Always Been Cowboys,Scott Glenn,Joel Don Humphreys,Drama,USA,Stuart Rosenberg,PG,6.4,1991,3-1-1991,100
1064,Closet Land,Madeleine Stowe,Radha Bharadwaj,Drama,USA,Radha Bharadwaj,R,7.2,1991,3-6-1991,100
1065,American Ninja 4: The Annihilation,Michael Dudikoff,Gideon Amir,Action,USA,Cedric Sundstrom,R,3.8,1990,3-8-1991,99
1066,New Jack City,Wesley Snipes,Thomas Lee Wright,Action,USA,Mario Van Peebles,R,6.6,1991,3-8-1991,97
1067,The Hard Way,Michael J. Fox,Lem Dobbs,Action,USA,John Badham,R,6.3,1991,3-8-1991,111
1068,If Looks Could Kill,Richard Grieco,Fred Dekker,Action,USA,William Dear,PG-13,5.7,1991,3-15-1991,88
1069,The Perfect Weapon,Jeff Speakman,David C. Wilson,Action,USA,Mark DiSalle,R,6,1991,3-15-1991,90
1070,Guilty by Suspicion,Robert De Niro,Irwin Winkler,Drama,USA,Irwin Winkler,PG-13,6.5,1991,3-15-1991,105
1071,True Colors,John Cusack,Kevin Wade,Drama,USA,Herbert Ross,R,6.3,1991,3-15-1991,111
1072,Class Action,Gene Hackman,Carolyn Shelby,Drama,USA,Michael Apted,R,6.4,1991,3-15-1991,110
1073,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Paige Turco,Kevin Eastman,Action,USA,Michael Pressman,PG,6,1991,3-22-1991,88
1074,Scissors,Sharon Stone,Joyce Selznick,Horror,USA,Frank De Felitta,R,5.2,1991,3-22-1991,100
1075,Career Opportunities,Frank Whaley,John Hughes,Comedy,USA,Bryan Gordon,PG-13,5.9,1991,3-29-1991,83
1076,The Five Heartbeats,Robert Townsend,Robert Townsend,Drama,USA,Robert Townsend,R,7.5,1991,3-29-1991,121
1077,The Unborn,Brooke Adams,John Brancato,Drama,USA,Rodman Flender,R,4,1991,3-29-1991,100
1078,Defending Your Life,Albert Brooks,Albert Brooks,Comedy,USA,Albert Brooks,PG,7.3,1991,4-5-1991,112
1079,The Marrying Man,Kim Basinger,Neil Simon,Comedy,USA,Jerry Rees,R,5.7,1991,4-5-1991,115
1080,Hangin' with the Homeboys,Doug E. Doug,Joseph B. Vasquez,Comedy,USA,Joseph B. Vasquez,R,7,1991,4-5-1991,100
1081,The Long Walk Home,Sissy Spacek,John Cork,Drama,USA,Richard Pearce,PG,7.3,1990,4-12-1991,97
1082,Out for Justice,Steven Seagal,R. Lance Hill,Action,USA,John Flynn,R,6,1991,4-12-1991,91
1083,The Object of Beauty,John Malkovich,Michael Lindsay-Hogg,Comedy,UK,Michael Lindsay-Hogg,R,5.7,1991,4-12-1991,103
1084,Lovers: A True Story,Victoria Abril,Álvaro del Amo,Crime,Spain,Vicente Aranda,R,7.2,1991,4-12-1991,103
1085,Mortal Thoughts,Demi Moore,William Reilly,Mystery,USA,Alan Rudolph,R,5.7,1991,4-19-1991,102
1086,Journey of Hope,Necmettin Çobanoglu,Xavier Koller,Drama,Switzerland,Xavier Koller,PG,7.6,1990,4-26-1991,100
1087,Toy Soldiers,Sean Astin,William P. Kennedy,Action,USA,Daniel Petrie Jr.,R,6.5,1991,4-26-1991,111
1088,Oscar,Sylvester Stallone,Claude Magnier,Comedy,USA,John Landis,PG,6.4,1991,4-26-1991,109
1089,A Kiss Before Dying,Matt Dillon,Ira Levin,Crime,UK,James Dearden,R,5.7,1991,4-26-1991,94
1090,Talent for the Game,Edward James Olmos,David Himmelstein,Drama,USA,Robert M. Young,PG,5.9,1991,4-26-1991,91
1091,A Rage in Harlem,Forest Whitaker,Chester Himes,Comedy,UK,Bill Duke,R,5.9,1991,5-3-1991,100
1092,One Good Cop,Michael Keaton,Heywood Gould,Action,USA,Heywood Gould,R,5.8,1991,5-3-1991,114
1093,Switch,Ellen Barkin,Blake Edwards,Comedy,USA,Blake Edwards,R,5.7,1991,5-10-1991,103
1094,F/X2,Bryan Brown,Robert T. Megginson,Action,USA,Richard Franklin,PG-13,5.8,1991,5-10-1991,108
1095,Chameleon Street,Wendell B. Harris Jr.,Wendell B. Harris Jr.,Comedy,USA,Wendell B. Harris Jr.,R,7.1,1989,5-16-1991,94
1096,Auntie Danielle,Tsilla Chelton,Florence Quentin,Comedy,France,Étienne Chatiliez,PG-13,7.3,1990,5-17-1991,100
1097,What About Bob?,Bill Murray,Alvin Sargent,Comedy,USA,Frank Oz,PG,7,1991,5-17-1991,99
1098,Stone Cold,Brian Bosworth,Walter Doniger,Action,USA,Craig R. Baxley,R,5.9,1991,5-17-1991,88
1099,Mannequin: On the Move,Kristy Swanson,Edward Rugoff,Comedy,USA,Stewart Raffill,PG,4.1,1991,5-17-1991,95
1100,Truly Madly Deeply,Juliet Stevenson,Anthony Minghella,Comedy,UK,Anthony Minghella,PG,7.3,1990,5-24-1991,106
1101,Thelma & Louise,Susan Sarandon,Callie Khouri,Adventure,USA,Ridley Scott,R,7.4,1991,5-24-1991,130
1102,Backdraft,Kurt Russell,Gregory Widen,Action,USA,Ron Howard,R,6.7,1991,5-24-1991,137
1103,Hudson Hawk,Bruce Willis,Bruce Willis,Action,USA,Michael Lehmann,R,5.8,1991,5-24-1991,100
1104,Drop Dead Fred,Phoebe Cates,Elizabeth Livingston,Comedy,USA,Ate de Jong,PG-13,5.8,1991,5-24-1991,103
1105,Wild Hearts Can't Be Broken,Gabrielle Anwar,Matt Williams,Drama,USA,Steve Miner,G,7.2,1991,5-24-1991,88
1106,Only the Lonely,John Candy,Chris Columbus,Comedy,USA,Chris Columbus,PG-13,6.3,1991,5-24-1991,104
1107,Signs of Life,Beau Bridges,Mark Malone,Drama,USA,John David Coles,PG-13,6.3,1989,5-25-1991,90
1108,Timebomb,Michael Biehn,Avi Nesher,Action,USA,Avi Nesher,R,5.5,1991,5-25-1991,96
1109,"¡Ay, Carmela!",Carmen Maura,Rafael Azcona,Comedy,Spain,Carlos Saura,PG-13,7.2,1990,5-30-1991,102
1110,Everybody's Fine,Marcello Mastroianni,Massimo De Rita,Drama,Italy,Giuseppe Tornatore,PG-13,7.8,1990,5-31-1991,118
1111,Soapdish,Sally Field,Robert Harling,Comedy,USA,Michael Hoffman,PG-13,6.5,1991,5-31-1991,97
1112,City Slickers,Billy Crystal,Lowell Ganz,Comedy,USA,Ron Underwood,PG-13,6.7,1991,6-7-1991,113
1113,Don't Tell Mom the Babysitter's Dead,Christina Applegate,Neil Landau,Comedy,USA,Stephen Herek,PG-13,6.1,1991,6-7-1991,102
1114,Jungle Fever,Wesley Snipes,Spike Lee,Drama,USA,Spike Lee,R,6.5,1991,6-7-1991,132
1115,Robin Hood: Prince of Thieves,Kevin Costner,Pen Densham,Action,USA,Kevin Reynolds,PG-13,6.9,1991,6-14-1991,143
1116,Kickboxer 2: The Road Back,Sasha Mitchell,Mark DiSalle,Action,USA,Albert Pyun,R,4.5,1991,6-14-1991,100
1117,Dark Obsession,Gabriel Byrne,Nick Broomfield,Drama,UK,Nick Broomfield,R,4.8,1989,6-17-1991,100
1118,Toto the Hero,Michel Bouquet,Didier De Neck,Comedy,Belgium,Jaco Van Dormael,PG-13,7.7,1991,6-19-1991,91
1119,The Rocketeer,Billy Campbell,Dave Stevens,Action,USA,Joe Johnston,PG,6.4,1991,6-21-1991,108
1120,Dying Young,Julia Roberts,Marti Leimbach,Drama,USA,Joel Schumacher,R,5.9,1991,6-21-1991,111
1121,Europa,Barbara Sukowa,Lars von Trier,Drama,Spain,Lars von Trier,R,7.7,1991,6-27-1991,112
1122,The Pit and the Pendulum,Lance Henriksen,Edgar Allan Poe,Horror,USA,Stuart Gordon,R,6.1,1991,6-27-1991,97
1123,The Naked Gun 2½: The Smell of Fear,Leslie Nielsen,Jim Abrahams,Comedy,USA,David Zucker,PG-13,6.8,1991,6-28-1991,85
1124,Terminator 2: Judgment Day,Arnold Schwarzenegger,James Cameron,Action,USA,James Cameron,R,8.5,1991,7-3-1991,137
1125,Problem Child 2,John Ritter,Scott Alexander,Comedy,USA,Brian Levant,PG-13,4.6,1991,7-3-1991,93
1126,Slacker,Richard Linklater,Richard Linklater,Comedy,USA,Richard Linklater,R,7.1,1991,7-5-1991,97
1127,Regarding Henry,Harrison Ford,J.J. Abrams,Drama,USA,Mike Nichols,PG-13,6.7,1991,7-10-1991,108
1128,Boyz n the Hood,Cuba Gooding Jr.,John Singleton,Crime,USA,John Singleton,R,7.8,1991,7-12-1991,112
1129,Punto de quiebra,Patrick Swayze,Rick King,Action,Japan,Kathryn Bigelow,R,7.2,1991,7-12-1991,122
1130,Bill & Ted's Bogus Journey,Keanu Reeves,Chris Matheson,Adventure,USA,Peter Hewitt,PG,6.2,1991,7-19-1991,93
1131,Dutch,Ed O'Neill,John Hughes,Comedy,USA,Peter Faiman,PG-13,6.4,1991,7-19-1991,107
1132,My Own Private Idaho,River Phoenix,Gus Van Sant,Drama,USA,Gus Van Sant,R,7.1,1991,7-20-1991,104
1133,Mobsters,Christian Slater,Michael Mahern,Crime,USA,Michael Karbelnikoff,R,5.9,1991,7-26-1991,104
1134,Another You,Richard Pryor,Ziggy Steinberg,Comedy,USA,Maurice Phillips,R,5.3,1991,7-26-1991,100
1135,Life Stinks,Mel Brooks,Mel Brooks,Comedy,USA,Mel Brooks,PG-13,5.8,1991,7-26-1991,92
1136,V.I. Warshawski,Kathleen Turner,Sara Paretsky,Action,USA,Jeff Kanew,R,4.8,1991,7-26-1991,89
1137,Hot Shots!,Charlie Sheen,Jim Abrahams,Action,USA,Jim Abrahams,PG-13,6.7,1991,7-31-1991,84
1138,Return to the Blue Lagoon,Brian Krause,Henry De Vere Stacpoole,Adventure,USA,William A. Graham,PG-13,5.1,1991,8-2-1991,102
1139,Doc Hollywood,Michael J. Fox,Neil B. Shulman,Comedy,USA,Michael Caton-Jones,PG-13,6.1,1991,8-2-1991,104
1140,Body Parts,Jeff Fahey,Pierre Boileau,Horror,USA,Eric Red,R,5.5,1991,8-2-1991,88
1141,Double Impact,Jean-Claude Van Damme,Sheldon Lettich,Action,USA,Sheldon Lettich,R,5.5,1991,8-9-1991,110
1142,Delirious,John Candy,Lawrence J. Cohen,Comedy,USA,Tom Mankiewicz,PG,5.7,1991,8-9-1991,96
1143,Pure Luck,Martin Short,Francis Veber,Comedy,USA,Nadia Tass,PG,5.7,1991,8-9-1991,96
1144,Bingo,Cindy Williams,Jim Strain,Adventure,USA,Matthew Robbins,PG,4.7,1991,8-9-1991,100
1145,The Doctor,William Hurt,Ed Rosenbaum,Drama,USA,Randa Haines,PG-13,6.9,1991,8-16-1991,122
1146,Poison,Edith Meeks,Jean Genet,Drama,USA,Todd Haynes,R,6.5,1991,8-16-1991,85
1147,Mystery Date,Ethan Hawke,Parker Bennett,Comedy,USA,Jonathan Wacks,PG-13,6,1991,8-16-1991,97
1148,Talkin' Dirty After Dark,Martin Lawrence,Topper Carew,Comedy,USA,Topper Carew,R,5.2,1991,8-16-1991,89
1149,Barton Fink,John Turturro,Joel Coen,Comedy,USA,Joel Coen,R,7.7,1991,8-21-1991,116
1150,Showdown in Little Tokyo,Dolph Lundgren,Stephen Glantz,Action,USA,Mark L. Lester,R,6.1,1991,8-23-1991,79
1151,Harley Davidson and the Marlboro Man,Mickey Rourke,Don Michael Paul,Action,USA,Simon Wincer,R,6,1991,8-23-1991,98
1152,Defenseless,Barbara Hershey,James Cresson,Mystery,USA,Martin Campbell,R,5.8,1991,8-23-1991,104
1153,True Identity,Lenny Henry,Andy Breckman,Comedy,USA,Charles Lane,R,5.1,1991,8-23-1991,93
1154,Homicide,Joe Mantegna,David Mamet,Crime,USA,David Mamet,R,7.1,1991,8-28-1991,102
1155,Child's Play 3,Justin Whalin,Don Mancini,Action,UK,Jack Bender,R,5,1991,8-30-1991,90
1156,Dead Again,Kenneth Branagh,Scott Frank,Crime,USA,Kenneth Branagh,R,7,1991,8-30-1991,107
1157,Prospero's Books,John Gielgud,William Shakespeare,Drama,UK,Peter Greenaway,R,6.9,1991,8-30-1991,124
1158,Beastmaster 2: Through the Portal of Time,Marc Singer,Andre Norton,Action,USA,Sylvio Tabet,PG-13,3.8,1991,8-30-1991,107
1159,The Pope Must Diet,Robbie Coltrane,Peter Richardson,Comedy,UK,Peter Richardson,R,5,1991,8-30-1991,100
1160,La bella latosa,Michel Piccoli,Pascal Bonitzer,Drama,France,Jacques Rivette,UNRATED,7.8,1991,9-4-1991,238
1161,The End of Innocence,Dyan Cannon,Dyan Cannon,Drama,USA,Dyan Cannon,R,5.6,1990,9-5-1991,100
1162,Company Business,Gene Hackman,Nicholas Meyer,Action,USA,Nicholas Meyer,PG-13,5.7,1991,9-6-1991,98
1163,Crooked Hearts,Peter Berg,Robert Boswell,Drama,USA,Michael Bortman,R,6.1,1991,9-6-1991,113
1164,The Commitments,Robert Arkins,Roddy Doyle,Comedy,Ireland,Alan Parker,R,7.6,1991,9-13-1991,118
1165,Freddy's Dead: The Final Nightmare,Robert Englund,Wes Craven,Comedy,USA,Rachel Talalay,R,4.9,1991,9-13-1991,89
1166,Trust,Adrienne Shelly,Hal Hartley,Comedy,UK,Hal Hartley,R,7.5,1990,9-20-1991,107
1167,The Indian Runner,David Morse,Sean Penn,Drama,USA,Sean Penn,R,7.1,1991,9-20-1991,127
1168,Rambling Rose,Laura Dern,Calder Willingham,Drama,USA,Martha Coolidge,R,6.7,1991,9-20-1991,112
1169,McBain,Christopher Walken,James Glickenhaus,Action,USA,James Glickenhaus,R,4.7,1991,9-20-1991,107
1170,Late for Dinner,Peter Berg,Mark Andrus,Drama,USA,W.D. Richter,PG,6.5,1991,9-20-1991,99
1171,Livin' Large!,Terrence 'T.C.' Carson,William Mosley-Payne,Comedy,USA,Michael Schultz,R,5,1991,9-20-1991,100
1172,The Fisher King,Jeff Bridges,Richard LaGravenese,Comedy,USA,Terry Gilliam,R,7.6,1991,9-27-1991,137
1173,Necessary Roughness,Scott Bakula,Rick Natkin,Comedy,USA,Stan Dragoti,PG-13,6.1,1991,9-27-1991,108
1174,Deceived,Goldie Hawn,Mary Agnes Donoghue,Thriller,USA,Damian Harris,PG-13,6.1,1991,9-27-1991,104
1175,The Man in the Moon,Sam Waterston,Jenny Wingfield,Drama,USA,Robert Mulligan,PG-13,7.4,1991,10-4-1991,99
1176,Ricochet,Denzel Washington,Fred Dekker,Action,USA,Russell Mulcahy,R,6.1,1991,10-4-1991,102
1177,Suburban Commando,Hulk Hogan,Frank A. Cappello,Action,USA,Burt Kennedy,PG,4.3,1991,10-4-1991,90
1178,Dogfight,River Phoenix,Bob Comfort,Comedy,USA,Nancy Savoca,R,7.5,1991,10-4-1991,94
1179,Black Robe,Lothaire Bluteau,Brian Moore,Adventure,Canada,Bruce Beresford,R,7.1,1991,10-4-1991,101
1180,The Rapture,Mimi Rogers,Michael Tolkin,Drama,USA,Michael Tolkin,R,6.4,1991,10-4-1991,100
1181,The Super,Joe Pesci,Sam Simon,Comedy,USA,Rod Daniel,R,5.5,1991,10-4-1991,84
1182,Shout,John Travolta,Joe Gayton,Drama,USA,Jeffrey Hornaday,PG-13,5,1991,10-4-1991,89
1183,Paradise,Melanie Griffith,Mary Agnes Donoghue,Drama,USA,Mary Agnes Donoghue,PG-13,6.7,1991,10-4-1991,111
1184,Twenty-One,Patsy Kensit,Zoe Heller,Drama,UK,Don Boyd,R,5.3,1991,10-4-1991,92
1185,Frankie and Johnny,Al Pacino,Terrence McNally,Comedy,USA,Garry Marshall,R,6.7,1991,10-11-1991,118
1186,Ernest Scared Stupid,Jim Varney,John R. Cherry III,Comedy,USA,John R. Cherry III,PG,5.7,1991,10-11-1991,91
1187,Shattered,Tom Berenger,Richard Neely,Crime,USA,Wolfgang Petersen,R,6.5,1991,10-11-1991,98
1188,Stepping Out,Liza Minnelli,Richard Harris,Comedy,USA,Lewis Gilbert,PG,6.4,1991,10-11-1991,106
1189,The Taking of Beverly Hills,Ken Wahl,Sidney J. Furie,Action,USA,Sidney J. Furie,R,4.9,1991,10-11-1991,96
1190,Cool as Ice,Vanilla Ice,David Stenn,Comedy,USA,David Kellogg,PG,2.8,1991,10-18-1991,91
1191,Whore,Theresa Russell,David Hines,Drama,USA,Ken Russell,NC-17,5.5,1991,10-18-1991,85
1192,Other People's Money,Danny DeVito,Jerry Sterner,Comedy,USA,Norman Jewison,R,6.1,1991,10-18-1991,103
1193,Edward II,Steven Waddington,Christopher Marlowe,Drama,UK,Derek Jarman,R,7,1991,10-18-1991,87
1194,House Party 2,Christopher Reid,Reginald Hudlin,Comedy,USA,George Jackson,R,5.1,1991,10-23-1991,100
1195,Mon Pere Ce Heros,Gérard Depardieu,Gérard Lauzier,Comedy,France,Gérard Lauzier,Not specified,6.1,1991,10-23-1991,105
1196,Johnny Stecchino,Roberto Benigni,Roberto Benigni,Comedy,Italy,Roberto Benigni,R,7.2,1991,10-24-1991,102
1197,Two Evil Eyes,Adrienne Barbeau,Dario Argento,Horror,Italy,Dario Argento,R,6.1,1990,10-25-1991,120
1198,Curly Sue,Jim Belushi,John Hughes,Comedy,USA,John Hughes,PG,5.7,1991,10-25-1991,101
1199,The Butcher's Wife,Demi Moore,Ezra Litwak,Comedy,USA,Terry Hughes,PG-13,5.3,1991,10-25-1991,107
1200,The Hitman,Chuck Norris,Robert Geoffrion,Action,USA,Aaron Norris,R,5.3,1991,10-25-1991,95
1201,Close-Up,Mohsen Makhmalbaf,Abbas Kiarostami,Biography,Iran,Abbas Kiarostami,NOT RATED,8.3,1990,10-30-1991,98
1202,The People Under the Stairs,Brandon Quintin Adams,Wes Craven,Comedy,USA,Wes Craven,R,6.3,1991,11-1-1991,102
1203,Highlander II: The Quickening,Christopher Lambert,Gregory Widen,Action,UK,Russell Mulcahy,R,4.1,1991,11-1-1991,91
1204,Little Man Tate,Jodie Foster,Scott Frank,Drama,USA,Jodie Foster,PG,6.7,1991,11-1-1991,99
1205,Billy Bathgate,Dustin Hoffman,E.L. Doctorow,Crime,USA,Robert Benton,R,5.9,1991,11-1-1991,106
1206,Year of the Gun,Andrew McCarthy,Michael Mewshaw,Action,USA,John Frankenheimer,R,5.7,1991,11-1-1991,111
1207,29th Street,Anthony LaPaglia,Frank Pesce,Comedy,USA,George Gallo,R,7.3,1991,11-1-1991,101
1208,Love & Murder,Todd Waring,Steven Hilliard Stern,Crime,Canada,Steven Hilliard Stern,R,4.4,1990,11-8-1991,87
1209,All I Want for Christmas,Harley Jane Kozak,Thom Eberhardt,Comedy,USA,Robert Lieberman,G,6,1991,11-8-1991,92
1210,Strictly Business,Tommy Davidson,Pam Gibson,Comedy,USA,Kevin Hooks,PG-13,5.4,1991,11-8-1991,100
1211,Cape Fear,Robert De Niro,John D. MacDonald,Crime,USA,Martin Scorsese,R,7.3,1991,11-15-1991,128
1212,Kafka,Jeremy Irons,Lem Dobbs,Drama,France,Steven Soderbergh,PG-13,6.9,1991,11-15-1991,98
1213,And You Thought Your Parents Were Weird,Joshua John Miller,Tony Cookson,Comedy,USA,Tony Cookson,PG,4.5,1991,11-15-1991,92
1214,City of Hope,Vincent Spano,John Sayles,Crime,USA,John Sayles,R,7.4,1991,11-15-1991,129
1215,Beauty and the Beast,Paige O'Hara,Linda Woolverton,Animation,USA,Gary Trousdale,G,8,1991,11-22-1991,84
1216,The Addams Family,Anjelica Huston,Charles Addams,Comedy,USA,Barry Sonnenfeld,PG-13,6.8,1991,11-22-1991,99
1217,An American Tail: Fievel Goes West,James Stewart,Flint Dille,Animation,USA,Phil Nibbelink,G,6.5,1991,11-22-1991,75
1218,The Double Life of Veronique,Irène Jacob,Krzysztof Kieslowski,Drama,France,Krzysztof Kieslowski,R,7.9,1991,11-22-1991,98
1219,Close My Eyes,Alan Rickman,Stephen Poliakoff,Drama,UK,Stephen Poliakoff,R,6.4,1991,11-22-1991,108
1220,My Girl,Anna Chlumsky,Laurice Elehwany,Comedy,USA,Howard Zieff,PG-13,6.8,1991,11-27-1991,102
1221,For the Boys,Bette Midler,Neal Jimenez,Comedy,USA,Mark Rydell,R,6.3,1991,11-27-1991,138
1222,Sex and Zen,Amy Yip,Alexander Lee,Adventure,Hong Kong,Michael Mak,R,5.8,1991,11-30-1991,100
1223,Mindwalk,Liv Ullmann,Bernt Amadeus Capra,Drama,USA,Bernt Amadeus Capra,PG,7.6,1990,12-5-1991,112
1224,Star Trek VI: The Undiscovered Country,William Shatner,Gene Roddenberry,Action,USA,Nicholas Meyer,PG,7.2,1991,12-6-1991,113
1225,At Play in the Fields of the Lord,Tom Berenger,Peter Matthiessen,Drama,USA,Hector Babenco,R,6.8,1991,12-6-1991,189
1226,Hook,Dustin Hoffman,J.M. Barrie,Adventure,USA,Steven Spielberg,PG,6.7,1991,12-11-1991,142
1227,Night on Earth,Winona Ryder,Jim Jarmusch,Comedy,France,Jim Jarmusch,R,7.8,1991,12-12-1991,129
1228,The Last Boy Scout,Bruce Willis,Shane Black,Action,USA,Tony Scott,R,6.9,1991,12-13-1991,105
1229,London Kills Me,Justin Chadwick,Hanif Kureishi,Comedy,UK,Hanif Kureishi,R,6.3,1991,12-13-1991,107
1230,Raise the Red Lantern,Li Gong,Su Tong,Drama,China,Yimou Zhang,PG,8.2,1991,12-18-1991,125
1231,Tous les matins du monde,Gérard Depardieu,Pascal Quignard,Biography,France,Alain Corneau,NOT RATED,7.6,1991,12-18-1991,115
1232,JFK,Kevin Costner,Oliver Stone,Drama,France,Oliver Stone,R,8,1991,12-20-1991,189
1233,Father of the Bride,Steve Martin,Frances Goodrich,Comedy,USA,Charles Shyer,PG,6.5,1991,12-20-1991,105
1234,Bugsy,Warren Beatty,James Toback,Biography,USA,Barry Levinson,R,6.8,1991,12-20-1991,136
1235,High Heels,Victoria Abril,Pedro Almodóvar,Comedy,Spain,Pedro Almodóvar,R,7.2,1991,12-20-1991,112
1236,Rapsodia en agosto,Sachiko Murase,Kiyoko Murata,Drama,Japan,Akira Kurosawa,PG,7.3,1991,12-20-1991,98
1237,The Prince of Tides,Barbra Streisand,Pat Conroy,Drama,USA,Barbra Streisand,R,6.7,1991,12-25-1991,132
1238,Until the End of the World,William Hurt,Peter Carey,Action,Germany,Wim Wenders,R,6.8,1991,12-25-1991,280
1239,Madame Bovary,Isabelle Huppert,Gustave Flaubert,Drama,France,Claude Chabrol,PG-13,6.7,1991,12-25-1991,143
1240,The Inner Circle,Tom Hulce,Andrey Konchalovskiy,Drama,Italy,Andrey Konchalovskiy,PG-13,7.1,1991,12-25-1991,137
1241,Daughters of the Dust,Cora Lee Day,Julie Dash,Drama,UK,Julie Dash,TV-PG,6.5,1991,12-27-1991,100
1242,The Hand That Rocks the Cradle,Annabella Sciorra,Amanda Silver,Drama,USA,Curtis Hanson,R,6.6,1992,1-10-1992,110
1243,Kuffs,Christian Slater,Bruce A. Evans,Action,USA,Bruce A. Evans,PG-13,5.8,1992,1-10-1992,102
1244,Rush,Jason Patric,Kim Wozencraft,Action,USA,Lili Fini Zanuck,R,6.7,1991,1-17-1992,120
1245,Grand Canyon,Danny Glover,Lawrence Kasdan,Crime,USA,Lawrence Kasdan,R,6.9,1991,1-17-1992,134
1246,Juice,Omar Epps,Ernest R. Dickerson,Action,USA,Ernest R. Dickerson,R,7.1,1992,1-17-1992,95
1247,Freejack,Emilio Estevez,Robert Sheckley,Action,USA,Geoff Murphy,R,5.3,1992,1-17-1992,110
1248,Fried Green Tomatoes,Kathy Bates,Fannie Flagg,Drama,USA,Jon Avnet,PG-13,7.7,1991,1-24-1992,130
1249,Love Crimes,Sean Young,Allan Moyle,Romance,UK,Lizzie Borden,R,4.1,1992,1-24-1992,90
1250,A Tale of Winter,Charlotte Véry,Éric Rohmer,Drama,France,Éric Rohmer,Not specified,7.6,1992,1-29-1992,114
1251,Voyager,Sam Shepard,Max Frisch,Drama,France,Volker Schlöndorff,PG-13,6.8,1991,1-31-1992,117
1252,Hard Promises,Sissy Spacek,Jule Selbo,Comedy,USA,Martin Davidson,PG,5.8,1991,1-31-1992,95
1253,Shining Through,Michael Douglas,Susan Isaacs,Drama,USA,David Seltzer,R,6.4,1992,1-31-1992,132
1254,Into the Sun,Anthony Michael Hall,John Brancato,Action,USA,Fritz Kiersch,R,5.2,1992,1-31-1992,101
1255,Mississippi Masala,Denzel Washington,Sooni Taraporevala,Drama,UK,Mira Nair,R,6.6,1991,2-5-1992,118
1256,Medicine Man,Sean Connery,Tom Schulman,Adventure,USA,John McTiernan,PG-13,6,1992,2-7-1992,106
1257,Final Analysis,Richard Gere,Robert Berger,Drama,USA,Phil Joanou,R,5.8,1992,2-7-1992,124
1258,Wayne's World,Mike Myers,Mike Myers,Comedy,USA,Penelope Spheeris,PG-13,7,1992,2-14-1992,94
1259,Radio Flyer,Lorraine Bracco,David Mickey Evans,Drama,USA,Richard Donner,PG-13,6.9,1992,2-21-1992,114
1260,Stop! Or My Mom Will Shoot,Sylvester Stallone,Blake Snyder,Action,USA,Roger Spottiswoode,PG-13,4.1,1992,2-21-1992,87
1261,This Is My Life,Julie Kavner,Meg Wolitzer,Drama,USA,Nora Ephron,PG-13,6,1992,2-21-1992,100
1262,Gate 2: The Trespassers,Louis Tripp,Michael Nankin,Fantasy,USA,Tibor Takács,R,4.7,1990,2-28-1992,90
1263,Under Suspicion,Liam Neeson,Simon Moore,Crime,UK,Simon Moore,R,6.5,1991,2-28-1992,99
1264,Where Angels Fear to Tread,Helena Bonham Carter,E.M. Forster,Drama,UK,Charles Sturridge,PG,6.6,1991,2-28-1992,100
1265,Memoirs of an Invisible Man,Chevy Chase,H.F. Saint,Comedy,USA,John Carpenter,PG-13,5.9,1992,2-28-1992,99
1266,The Mambo Kings,Armand Assante,Oscar Hijuelos,Drama,France,Arne Glimcher,R,6.4,1992,2-28-1992,104
1267,The Lawnmower Man,Jeff Fahey,Stephen King,Horror,UK,Brett Leonard,R,5.4,1992,3-6-1992,108
1268,Gladiator,Cuba Gooding Jr.,Djordje Milicevic,Action,USA,Rowdy Herrington,R,6.4,1992,3-6-1992,101
1269,Once Upon a Crime...,John Candy,Rodolfo Sonego,Comedy,Germany,Eugene Levy,PG,5.8,1992,3-6-1992,94
1270,Blame It on the Bellboy,Bronson Pinchot,Mark Herman,Comedy,UK,Mark Herman,PG-13,5.4,1992,3-6-1992,78
1271,Shakes the Clown,Bobcat Goldthwait,Bobcat Goldthwait,Comedy,USA,Bobcat Goldthwait,R,5.6,1991,3-13-1992,87
1272,My Cousin Vinny,Joe Pesci,Dale Launer,Comedy,USA,Jonathan Lynn,R,7.5,1992,3-13-1992,120
1273,American Me,Edward James Olmos,Floyd Mutrux,Biography,USA,Edward James Olmos,R,7.2,1992,3-13-1992,125
1274,Light Sleeper,Willem Dafoe,Paul Schrader,Crime,USA,Paul Schrader,R,6.9,1992,3-13-1992,103
1275,Article 99,Ray Liotta,Ron Cutler,Drama,USA,Howard Deutch,R,6.1,1992,3-13-1992,100
